EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5611736,LOWER JEFFERSON (ZONE), ,7/17/1997,900,Hurricane (Typhoon), , ,0,0,1500000,0,LA,CST, ,2066675,Z,68,LIX,0,0, , , , , , , , , ,7/18/1997,2100, , , , ,,"A tropical depression in the northwest Gulf of Mexico was classified as Tropical Storm Danny during the  morning of July 17th. Danny drifted slowly north during the day and northeast during the evening hours. Danny was classified as a minimal hurricane during the early morning hours of July 18 as it approached lower Plaquemines Parish. Hurricane Danny crossed lower Plaquemines parish during the early morning hours before moving slowly northeast across Chandeleur and Breton Sounds toward Mobile Bay. Grand Isle, Louisiana and portions of lower Plaquemines Parish experienced the most damage from the hurricane. On Grand Isle, a wind gust of 83 knots and a high tide of 5.4 feet was recorded at the NOAA's automated C-Man station on the east end of the island. Approximately 160 house and 80 businesses reported some type of damage on the island. At Grand Isle, Jefferson Parish, the state of Louisiana estimated damage and clean-up efforts to public agencies around $1.5 million. In Plaquemines Parish, the greatest damage occurred between Empire and Bootheville/Venice. Within the hurricane protection levees, wind damage occurred to trees, power lines, house roofs, and mobile homes. Approximately 10 inches of rain also caused localized flooding. Outside the hurricane protection levee, approximately 130 commercial fishing vessels suffered damage at a marina in Buras. A Corps of Engineers tide gage at Venice recorded a maximum water level of 4.85 feet. The state estimated damage to public property and cleanup efforts in Plaquemine parish at $3.5 million. Because Danny was a minimal hurricane and small in size, the damages in the remainder of extreme southeast Louisiana was minimal. Storm tides were generally 2 to 3 ft above normal, which flooded some highways in the lower portions of Terrebonne Parishes, and a few roads in St. Bernard and Orleans Parishes outside of the hurricane protection levees.",2
5611735,LOWER LAFOURCHE (ZONE), ,7/17/1997,900,Hurricane (Typhoon), , ,0,0,0,0,LA,CST, ,2066675,Z,67,LIX,0,0, , , , , , , , , ,7/18/1997,1600, , , , ,,"A tropical depression in the northwest Gulf of Mexico was classified as Tropical Storm Danny during the  morning of July 17th. Danny drifted slowly north during the day and northeast during the evening hours. Danny was classified as a minimal hurricane during the early morning hours of July 18 as it approached lower Plaquemines Parish. Hurricane Danny crossed lower Plaquemines parish during the early morning hours before moving slowly northeast across Chandeleur and Breton Sounds toward Mobile Bay. Grand Isle, Louisiana and portions of lower Plaquemines Parish experienced the most damage from the hurricane. On Grand Isle, a wind gust of 83 knots and a high tide of 5.4 feet was recorded at the NOAA's automated C-Man station on the east end of the island. Approximately 160 house and 80 businesses reported some type of damage on the island. At Grand Isle, Jefferson Parish, the state of Louisiana estimated damage and clean-up efforts to public agencies around $1.5 million. In Plaquemines Parish, the greatest damage occurred between Empire and Bootheville/Venice. Within the hurricane protection levees, wind damage occurred to trees, power lines, house roofs, and mobile homes. Approximately 10 inches of rain also caused localized flooding. Outside the hurricane protection levee, approximately 130 commercial fishing vessels suffered damage at a marina in Buras. A Corps of Engineers tide gage at Venice recorded a maximum water level of 4.85 feet. The state estimated damage to public property and cleanup efforts in Plaquemine parish at $3.5 million. Because Danny was a minimal hurricane and small in size, the damages in the remainder of extreme southeast Louisiana was minimal. Storm tides were generally 2 to 3 ft above normal, which flooded some highways in the lower portions of Terrebonne Parishes, and a few roads in St. Bernard and Orleans Parishes outside of the hurricane protection levees.",4
5611737,LOWER PLAQUEMINES (ZONE), ,7/17/1997,900,Hurricane (Typhoon), , ,0,0,3500000,0,LA,CST, ,2066675,Z,69,LIX,0,0, , , , , , , , , ,7/18/1997,2100, , , , ,,"A tropical depression in the northwest Gulf of Mexico was classified as Tropical Storm Danny during the  morning of July 17th. Danny drifted slowly north during the day and northeast during the evening hours. Danny was classified as a minimal hurricane during the early morning hours of July 18 as it approached lower Plaquemines Parish. Hurricane Danny crossed lower Plaquemines parish during the early morning hours before moving slowly northeast across Chandeleur and Breton Sounds toward Mobile Bay. Grand Isle, Louisiana and portions of lower Plaquemines Parish experienced the most damage from the hurricane. On Grand Isle, a wind gust of 83 knots and a high tide of 5.4 feet was recorded at the NOAA's automated C-Man station on the east end of the island. Approximately 160 house and 80 businesses reported some type of damage on the island. At Grand Isle, Jefferson Parish, the state of Louisiana estimated damage and clean-up efforts to public agencies around $1.5 million. In Plaquemines Parish, the greatest damage occurred between Empire and Bootheville/Venice. Within the hurricane protection levees, wind damage occurred to trees, power lines, house roofs, and mobile homes. Approximately 10 inches of rain also caused localized flooding. Outside the hurricane protection levee, approximately 130 commercial fishing vessels suffered damage at a marina in Buras. A Corps of Engineers tide gage at Venice recorded a maximum water level of 4.85 feet. The state estimated damage to public property and cleanup efforts in Plaquemine parish at $3.5 million. Because Danny was a minimal hurricane and small in size, the damages in the remainder of extreme southeast Louisiana was minimal. Storm tides were generally 2 to 3 ft above normal, which flooded some highways in the lower portions of Terrebonne Parishes, and a few roads in St. Bernard and Orleans Parishes outside of the hurricane protection levees.",1
5611738,LOWER ST. BERNARD (ZONE), ,7/17/1997,1200,Hurricane (Typhoon), , ,0,0,0,0,LA,CST, ,2066675,Z,70,LIX,0,0, , , , , , , , , ,7/18/1997,2100, , , , ,,"A tropical depression in the northwest Gulf of Mexico was classified as Tropical Storm Danny during the  morning of July 17th. Danny drifted slowly north during the day and northeast during the evening hours. Danny was classified as a minimal hurricane during the early morning hours of July 18 as it approached lower Plaquemines Parish. Hurricane Danny crossed lower Plaquemines parish during the early morning hours before moving slowly northeast across Chandeleur and Breton Sounds toward Mobile Bay. Grand Isle, Louisiana and portions of lower Plaquemines Parish experienced the most damage from the hurricane. On Grand Isle, a wind gust of 83 knots and a high tide of 5.4 feet was recorded at the NOAA's automated C-Man station on the east end of the island. Approximately 160 house and 80 businesses reported some type of damage on the island. At Grand Isle, Jefferson Parish, the state of Louisiana estimated damage and clean-up efforts to public agencies around $1.5 million. In Plaquemines Parish, the greatest damage occurred between Empire and Bootheville/Venice. Within the hurricane protection levees, wind damage occurred to trees, power lines, house roofs, and mobile homes. Approximately 10 inches of rain also caused localized flooding. Outside the hurricane protection levee, approximately 130 commercial fishing vessels suffered damage at a marina in Buras. A Corps of Engineers tide gage at Venice recorded a maximum water level of 4.85 feet. The state estimated damage to public property and cleanup efforts in Plaquemine parish at $3.5 million. Because Danny was a minimal hurricane and small in size, the damages in the remainder of extreme southeast Louisiana was minimal. Storm tides were generally 2 to 3 ft above normal, which flooded some highways in the lower portions of Terrebonne Parishes, and a few roads in St. Bernard and Orleans Parishes outside of the hurricane protection levees.",5
5611734,LOWER TERREBONNE (ZONE), ,7/17/1997,900,Hurricane (Typhoon), , ,0,0,0,0,LA,CST, ,2066675,Z,66,LIX,0,0, , , , , , , , , ,7/18/1997,1200, , , , ,,"A tropical depression in the northwest Gulf of Mexico was classified as Tropical Storm Danny during the  morning of July 17th. Danny drifted slowly north during the day and northeast during the evening hours. Danny was classified as a minimal hurricane during the early morning hours of July 18 as it approached lower Plaquemines Parish. Hurricane Danny crossed lower Plaquemines parish during the early morning hours before moving slowly northeast across Chandeleur and Breton Sounds toward Mobile Bay. Grand Isle, Louisiana and portions of lower Plaquemines Parish experienced the most damage from the hurricane. On Grand Isle, a wind gust of 83 knots and a high tide of 5.4 feet was recorded at the NOAA's automated C-Man station on the east end of the island. Approximately 160 house and 80 businesses reported some type of damage on the island. At Grand Isle, Jefferson Parish, the state of Louisiana estimated damage and clean-up efforts to public agencies around $1.5 million. In Plaquemines Parish, the greatest damage occurred between Empire and Bootheville/Venice. Within the hurricane protection levees, wind damage occurred to trees, power lines, house roofs, and mobile homes. Approximately 10 inches of rain also caused localized flooding. Outside the hurricane protection levee, approximately 130 commercial fishing vessels suffered damage at a marina in Buras. A Corps of Engineers tide gage at Venice recorded a maximum water level of 4.85 feet. The state estimated damage to public property and cleanup efforts in Plaquemine parish at $3.5 million. Because Danny was a minimal hurricane and small in size, the damages in the remainder of extreme southeast Louisiana was minimal. Storm tides were generally 2 to 3 ft above normal, which flooded some highways in the lower portions of Terrebonne Parishes, and a few roads in St. Bernard and Orleans Parishes outside of the hurricane protection levees.",3
5611740,ORLEANS (ZONE), ,7/17/1997,1800,Hurricane (Typhoon), , ,0,0,0,0,LA,CST, ,2066675,Z,62,LIX,0,0, , , , , , , , , ,7/18/1997,1600, , , , ,,"A tropical depression in the northwest Gulf of Mexico was classified as Tropical Storm Danny during the  morning of July 17th. Danny drifted slowly north during the day and northeast during the evening hours. Danny was classified as a minimal hurricane during the early morning hours of July 18 as it approached lower Plaquemines Parish. Hurricane Danny crossed lower Plaquemines parish during the early morning hours before moving slowly northeast across Chandeleur and Breton Sounds toward Mobile Bay. Grand Isle, Louisiana and portions of lower Plaquemines Parish experienced the most damage from the hurricane. On Grand Isle, a wind gust of 83 knots and a high tide of 5.4 feet was recorded at the NOAA's automated C-Man station on the east end of the island. Approximately 160 house and 80 businesses reported some type of damage on the island. At Grand Isle, Jefferson Parish, the state of Louisiana estimated damage and clean-up efforts to public agencies around $1.5 million. In Plaquemines Parish, the greatest damage occurred between Empire and Bootheville/Venice. Within the hurricane protection levees, wind damage occurred to trees, power lines, house roofs, and mobile homes. Approximately 10 inches of rain also caused localized flooding. Outside the hurricane protection levee, approximately 130 commercial fishing vessels suffered damage at a marina in Buras. A Corps of Engineers tide gage at Venice recorded a maximum water level of 4.85 feet. The state estimated damage to public property and cleanup efforts in Plaquemine parish at $3.5 million. Because Danny was a minimal hurricane and small in size, the damages in the remainder of extreme southeast Louisiana was minimal. Storm tides were generally 2 to 3 ft above normal, which flooded some highways in the lower portions of Terrebonne Parishes, and a few roads in St. Bernard and Orleans Parishes outside of the hurricane protection levees.",9
5611739,UPPER JEFFERSON (ZONE), ,7/17/1997,1800,Hurricane (Typhoon), , ,0,0,0,0,LA,CST, ,2066675,Z,61,LIX,0,0, , , , , , , , , ,7/18/1997,1600, , , , ,,"A tropical depression in the northwest Gulf of Mexico was classified as Tropical Storm Danny during the  morning of July 17th. Danny drifted slowly north during the day and northeast during the evening hours. Danny was classified as a minimal hurricane during the early morning hours of July 18 as it approached lower Plaquemines Parish. Hurricane Danny crossed lower Plaquemines parish during the early morning hours before moving slowly northeast across Chandeleur and Breton Sounds toward Mobile Bay. Grand Isle, Louisiana and portions of lower Plaquemines Parish experienced the most damage from the hurricane. On Grand Isle, a wind gust of 83 knots and a high tide of 5.4 feet was recorded at the NOAA's automated C-Man station on the east end of the island. Approximately 160 house and 80 businesses reported some type of damage on the island. At Grand Isle, Jefferson Parish, the state of Louisiana estimated damage and clean-up efforts to public agencies around $1.5 million. In Plaquemines Parish, the greatest damage occurred between Empire and Bootheville/Venice. Within the hurricane protection levees, wind damage occurred to trees, power lines, house roofs, and mobile homes. Approximately 10 inches of rain also caused localized flooding. Outside the hurricane protection levee, approximately 130 commercial fishing vessels suffered damage at a marina in Buras. A Corps of Engineers tide gage at Venice recorded a maximum water level of 4.85 feet. The state estimated damage to public property and cleanup efforts in Plaquemine parish at $3.5 million. Because Danny was a minimal hurricane and small in size, the damages in the remainder of extreme southeast Louisiana was minimal. Storm tides were generally 2 to 3 ft above normal, which flooded some highways in the lower portions of Terrebonne Parishes, and a few roads in St. Bernard and Orleans Parishes outside of the hurricane protection levees.",6
5611742,UPPER PLAQUEMINES (ZONE), ,7/17/1997,1800,Hurricane (Typhoon), , ,0,0,0,0,LA,CST, ,2066675,Z,63,LIX,0,0, , , , , , , , , ,7/18/1997,1600, , , , ,,"A tropical depression in the northwest Gulf of Mexico was classified as Tropical Storm Danny during the  morning of July 17th. Danny drifted slowly north during the day and northeast during the evening hours. Danny was classified as a minimal hurricane during the early morning hours of July 18 as it approached lower Plaquemines Parish. Hurricane Danny crossed lower Plaquemines parish during the early morning hours before moving slowly northeast across Chandeleur and Breton Sounds toward Mobile Bay. Grand Isle, Louisiana and portions of lower Plaquemines Parish experienced the most damage from the hurricane. On Grand Isle, a wind gust of 83 knots and a high tide of 5.4 feet was recorded at the NOAA's automated C-Man station on the east end of the island. Approximately 160 house and 80 businesses reported some type of damage on the island. At Grand Isle, Jefferson Parish, the state of Louisiana estimated damage and clean-up efforts to public agencies around $1.5 million. In Plaquemines Parish, the greatest damage occurred between Empire and Bootheville/Venice. Within the hurricane protection levees, wind damage occurred to trees, power lines, house roofs, and mobile homes. Approximately 10 inches of rain also caused localized flooding. Outside the hurricane protection levee, approximately 130 commercial fishing vessels suffered damage at a marina in Buras. A Corps of Engineers tide gage at Venice recorded a maximum water level of 4.85 feet. The state estimated damage to public property and cleanup efforts in Plaquemine parish at $3.5 million. Because Danny was a minimal hurricane and small in size, the damages in the remainder of extreme southeast Louisiana was minimal. Storm tides were generally 2 to 3 ft above normal, which flooded some highways in the lower portions of Terrebonne Parishes, and a few roads in St. Bernard and Orleans Parishes outside of the hurricane protection levees.",7
5611741,UPPER ST. BERNARD (ZONE), ,7/17/1997,1800,Hurricane (Typhoon), , ,0,0,0,0,LA,CST, ,2066675,Z,64,LIX,0,0, , , , , , , , , ,7/18/1997,1600, , , , ,,"A tropical depression in the northwest Gulf of Mexico was classified as Tropical Storm Danny during the  morning of July 17th. Danny drifted slowly north during the day and northeast during the evening hours. Danny was classified as a minimal hurricane during the early morning hours of July 18 as it approached lower Plaquemines Parish. Hurricane Danny crossed lower Plaquemines parish during the early morning hours before moving slowly northeast across Chandeleur and Breton Sounds toward Mobile Bay. Grand Isle, Louisiana and portions of lower Plaquemines Parish experienced the most damage from the hurricane. On Grand Isle, a wind gust of 83 knots and a high tide of 5.4 feet was recorded at the NOAA's automated C-Man station on the east end of the island. Approximately 160 house and 80 businesses reported some type of damage on the island. At Grand Isle, Jefferson Parish, the state of Louisiana estimated damage and clean-up efforts to public agencies around $1.5 million. In Plaquemines Parish, the greatest damage occurred between Empire and Bootheville/Venice. Within the hurricane protection levees, wind damage occurred to trees, power lines, house roofs, and mobile homes. Approximately 10 inches of rain also caused localized flooding. Outside the hurricane protection levee, approximately 130 commercial fishing vessels suffered damage at a marina in Buras. A Corps of Engineers tide gage at Venice recorded a maximum water level of 4.85 feet. The state estimated damage to public property and cleanup efforts in Plaquemine parish at $3.5 million. Because Danny was a minimal hurricane and small in size, the damages in the remainder of extreme southeast Louisiana was minimal. Storm tides were generally 2 to 3 ft above normal, which flooded some highways in the lower portions of Terrebonne Parishes, and a few roads in St. Bernard and Orleans Parishes outside of the hurricane protection levees.",8
5667801,CAMERON (ZONE), ,9/1/1998,1500,Hurricane (Typhoon), , ,0,0,10000,0,LA,CST, ,2149776,Z,51,LCH,0,0,NWS STORM SURVEY, , , , , , , , ,9/2/1998,700, , , , ,,"Hurricane Earl was the second tropical system to affect southwest Louisiana in two weeks.  Minimal damage was reported along the coast from Cameron to Morgan City. Some additional beach erosion did occur with tides running between 3.0 and 3.5 MSL, but the damage was not as severe as what occurred with Tropical Storm Charley.

Highest winds were only in the 20 to 30 mph range along the coast.  The greatest rainfall occurred around the Morgan City area, where between one and two inches of rain fell.

Most offshore oil rigs did evacuate, which accounted for as many as 10,000 people off the southwest Louisiana Gulf coast. Corp of Engineer Locks along the Intracoastal Waterway reported very heavy traffic from shrimp boats and other commercial fishing vessels moving inland when the hurricane watch was issued. Over 160 boats went through the Freshwater Bayou Lock in southeastern Vermilion Parish on September 1st.

Evacuations were called for in Cameron Parish, where over 5,000 people evacuated. Vermilion, Iberia, and St. Mary Parishes had only voluntary evacuations. While only minimal damages were incurred due to the higher tides, hundreds of thousands of dollars, perhaps millions, were lost in offshore oil and commercial fishing.",10
